ensembl,gene,transcript,ensemblfamily
ENSG00000050820,BCAR1,ENST00000162330,PTHR10654
ENSG00000050820,BCAR1,ENST00000562556,
ENSG00000050820,BCAR1,ENST00000564170,
ENSG00000050820,BCAR1,ENST00000393422,PTHR10654
ENSG00000050820,BCAR1,ENST00000563700,
ENSG00000050820,BCAR1,ENST00000568864,PTHR10654
ENSG00000050820,BCAR1,ENST00000418647,PTHR10654
ENSG00000050820,BCAR1,ENST00000563038,
ENSG00000050820,BCAR1,ENST00000546196,
ENSG00000050820,BCAR1,ENST00000538440,PTHR10654
ENSG00000050820,BCAR1,ENST00000420641,PTHR10654
ENSG00000050820,BCAR1,ENST00000542031,PTHR10654
ENSG00000050820,BCAR1,ENST00000569340,PTHR10654
ENSG00000050820,BCAR1,ENST00000535626,PTHR10654
ENSG00000050820,BCAR1,ENST00000561970,PTHR10654
ENSG00000050820,BCAR1,ENST00000566465,PTHR10654
ENSG00000050820,BCAR1,ENST00000567215,PTHR10654
ENSG00000051382,PIK3CB,ENST00000465581,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000469284,
ENSG00000051382,PIK3CB,ENST00000487552,
ENSG00000051382,PIK3CB,ENST00000483968,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000493568,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000473435,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000477593,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000289153,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000461451,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000544716,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000481749,
ENSG00000051382,PIK3CB,ENST00000462898,PTHR10048_SF33
ENSG00000051382,PIK3CB,ENST00000485060,
ENSG00000051382,PIK3CB,ENST00000462294,PTHR10048_SF33
ENSG00000051523,CYBA,ENST00000261623,PTHR15168
ENSG00000051523,CYBA,ENST00000561972,
ENSG00000051523,CYBA,ENST00000567174,PTHR15168
ENSG00000051523,CYBA,ENST00000568278,PTHR15168
ENSG00000051523,CYBA,ENST00000569359,PTHR15168
ENSG00000051523,CYBA,ENST00000565588,
ENSG00000051523,CYBA,ENST00000562209,
ENSG00000051523,CYBA,ENST00000566534,
ENSG00000051523,CYBA,ENST00000566229,
ENSG00000051523,CYBA,ENST00000563526,
ENSG00000052723,SIKE1,ENST00000060969,PTHR12186
ENSG00000052723,SIKE1,ENST00000474562,
ENSG00000052723,SIKE1,ENST00000462123,
ENSG00000052723,SIKE1,ENST00000506320,
ENSG00000052723,SIKE1,ENST00000369528,PTHR12186
ENSG00000052723,SIKE1,ENST00000369524,
ENSG00000052723,SIKE1,ENST00000475335,
ENSG00000052723,SIKE1,ENST00000466657,
ENSG00000052723,SIKE1,ENST00000471969,
ENSG00000052723,SIKE1,ENST00000510745,
ENSG00000055208,TAB2,ENST00000470466,PTHR10351_SF27
ENSG00000055208,TAB2,ENST00000461481,
ENSG00000055208,TAB2,ENST00000606202,PTHR10351_SF27
ENSG00000055208,TAB2,ENST00000538427,PTHR10351_SF27
ENSG00000055208,TAB2,ENST00000636456,PTHR10351_SF27
ENSG00000055208,TAB2,ENST00000606797,
ENSG00000055208,TAB2,ENST00000367456,PTHR10351_SF27
ENSG00000055208,TAB2,ENST00000484505,
ENSG00000055208,TAB2,ENST00000637181,PTHR10351_SF27
ENSG00000055332,EIF2AK2,ENST00000462861,
ENSG00000055332,EIF2AK2,ENST00000233057,PTHR11042_SF77
ENSG00000055332,EIF2AK2,ENST00000405334,PTHR11042_SF77
ENSG00000055332,EIF2AK2,ENST00000496059,
ENSG00000055332,EIF2AK2,ENST00000411537,PTHR11042_SF77
ENSG00000055332,EIF2AK2,ENST00000395127,PTHR11042_SF77
ENSG00000055332,EIF2AK2,ENST00000390013,PTHR11042_SF77
ENSG00000055332,EIF2AK2,ENST00000647926,PTHR11042_SF77
ENSG00000056558,TRAF1,ENST00000546084,PTHR10131_SF29
ENSG00000056558,TRAF1,ENST00000373887,PTHR10131_SF29
ENSG00000056558,TRAF1,ENST00000540010,PTHR10131_SF29
ENSG00000060971,ACAA1,ENST00000465181,
ENSG00000060971,ACAA1,ENST00000484284,
ENSG00000060971,ACAA1,ENST00000489559,
ENSG00000060971,ACAA1,ENST00000625927,
ENSG00000060971,ACAA1,ENST00000451419,
ENSG00000060971,ACAA1,ENST00000452171,PTHR18919
ENSG00000060971,ACAA1,ENST00000447223,
ENSG00000060971,ACAA1,ENST00000480865,
ENSG00000060971,ACAA1,ENST00000450296,PTHR18919
ENSG00000060971,ACAA1,ENST00000301810,PTHR18919
ENSG00000060971,ACAA1,ENST00000469559,
ENSG00000060971,ACAA1,ENST00000627515,
ENSG00000060971,ACAA1,ENST00000411549,PTHR18919
ENSG00000060971,ACAA1,ENST00000418880,
ENSG00000060971,ACAA1,ENST00000460424,
ENSG00000060971,ACAA1,ENST00000421218,PTHR18919
ENSG00000060971,ACAA1,ENST00000469600,
ENSG00000060971,ACAA1,ENST00000423611,
ENSG00000060971,ACAA1,ENST00000440176,
ENSG00000060971,ACAA1,ENST00000333167,PTHR18919
ENSG00000061337,LZTS1,ENST00000265801,PTHR19354
ENSG00000061337,LZTS1,ENST00000522290,PTHR19354
ENSG00000061337,LZTS1,ENST00000381569,PTHR19354
ENSG00000061337,LZTS1,ENST00000616228,
ENSG00000062598,ELMO2,ENST00000450812,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000462491,
ENSG00000062598,ELMO2,ENST00000460474,
ENSG00000062598,ELMO2,ENST00000464448,
ENSG00000062598,ELMO2,ENST00000290246,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000352077,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000396391,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000425546,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000481852,
ENSG00000062598,ELMO2,ENST00000372176,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000497412,
ENSG00000062598,ELMO2,ENST00000469801,
ENSG00000062598,ELMO2,ENST00000487583,
ENSG00000062598,ELMO2,ENST00000480042,
ENSG00000062598,ELMO2,ENST00000467800,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000452857,PTHR12771_SF8
ENSG00000062598,ELMO2,ENST00000488853,
ENSG00000062598,ELMO2,ENST00000462593,
ENSG00000064012,CASP8,ENST00000450491,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000424461,
ENSG00000064012,CASP8,ENST00000323492,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000339403,
ENSG00000064012,CASP8,ENST00000264274,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000264275,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000490682,
ENSG00000064012,CASP8,ENST00000392263,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000444430,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000392258,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000432109,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000440732,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000429881,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000437283,
ENSG00000064012,CASP8,ENST00000471383,
ENSG00000064012,CASP8,ENST00000447616,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000490412,
ENSG00000064012,CASP8,ENST00000392266,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000358485,PTHR10454_SF141
ENSG00000064012,CASP8,ENST00000413726,PTHR10454_SF141
ENSG00000065135,GNAI3,ENST00000369851,PTHR10218_SF173
ENSG00000065361,ERBB3,ENST00000267101,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000549644,
ENSG00000065361,ERBB3,ENST00000551242,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000411731,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000552691,
ENSG00000065361,ERBB3,ENST00000551176,
ENSG00000065361,ERBB3,ENST00000548709,
ENSG00000065361,ERBB3,ENST00000546748,
ENSG00000065361,ERBB3,ENST00000415288,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000550070,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000546884,
ENSG00000065361,ERBB3,ENST00000549282,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000549672,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000643518,
ENSG00000065361,ERBB3,ENST00000549061,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000553131,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000550828,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000550869,
ENSG00000065361,ERBB3,ENST00000549205,
ENSG00000065361,ERBB3,ENST00000549472,
ENSG00000065361,ERBB3,ENST00000551085,PTHR24416_SF88
ENSG00000065361,ERBB3,ENST00000643266,
ENSG00000065361,ERBB3,ENST00000549832,PTHR24416_SF88
ENSG00000065675,PRKCQ,ENST00000610727,PTHR24352_SF43
ENSG00000065675,PRKCQ,ENST00000263125,PTHR24352_SF43
ENSG00000065675,PRKCQ,ENST00000397176,PTHR24352_SF43
ENSG00000065675,PRKCQ,ENST00000539722,PTHR24352_SF43
ENSG00000066044,ELAVL1,ENST00000593807,PTHR24011_SF228
ENSG00000066044,ELAVL1,ENST00000595499,
ENSG00000066044,ELAVL1,ENST00000407627,PTHR24011_SF228
ENSG00000066044,ELAVL1,ENST00000596154,PTHR24011_SF228
ENSG00000066044,ELAVL1,ENST00000596459,PTHR24011_SF228
ENSG00000066336,SPI1,ENST00000227163,PTHR11849_SF16
ENSG00000066336,SPI1,ENST00000533968,PTHR11849_SF16
ENSG00000066336,SPI1,ENST00000533030,
ENSG00000066336,SPI1,ENST00000378538,PTHR11849_SF16
ENSG00000067182,TNFRSF1A,ENST00000536717,
ENSG00000067182,TNFRSF1A,ENST00000437813,
ENSG00000067182,TNFRSF1A,ENST00000535038,
ENSG00000067182,TNFRSF1A,ENST00000440083,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000366159,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000539372,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000162749,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000543359,
ENSG00000067182,TNFRSF1A,ENST00000540022,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000534885,
ENSG00000067182,TNFRSF1A,ENST00000543048,PTHR23097_SF110
ENSG00000067182,TNFRSF1A,ENST00000537842,
ENSG00000067182,TNFRSF1A,ENST00000543995,
ENSG00000067182,TNFRSF1A,ENST00000538363,
ENSG00000067182,TNFRSF1A,ENST00000535958,
ENSG00000067182,TNFRSF1A,ENST00000536194,PTHR23097_SF110
ENSG00000068078,FGFR3,ENST00000440486,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000481110,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000469068,
ENSG00000068078,FGFR3,ENST00000352904,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000412135,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000340107,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000613647,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000507588,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000643463,
ENSG00000068078,FGFR3,ENST00000260795,PTHR24416_SF128
ENSG00000068078,FGFR3,ENST00000474521,
ENSG00000069399,BCL3,ENST00000477832,
ENSG00000069399,BCL3,ENST00000473468,
ENSG00000069399,BCL3,ENST00000444487,PTHR24118_SF44
ENSG00000069399,BCL3,ENST00000474300,
ENSG00000069399,BCL3,ENST00000487394,
ENSG00000069399,BCL3,ENST00000403534,
ENSG00000069399,BCL3,ENST00000473473,
ENSG00000069399,BCL3,ENST00000464319,
ENSG00000069399,BCL3,ENST00000164227,PTHR24118_SF44
ENSG00000070193,FGF10,ENST00000513107,
ENSG00000070193,FGF10,ENST00000264664,PTHR11486_SF21
ENSG00000070388,FGF22,ENST00000591390,
ENSG00000070388,FGF22,ENST00000586042,PTHR11486_SF41
ENSG00000070388,FGF22,ENST00000215530,PTHR11486_SF41
ENSG00000070808,CAMK2A,ENST00000507995,
ENSG00000070808,CAMK2A,ENST00000515758,
ENSG00000070808,CAMK2A,ENST00000508662,
ENSG00000070808,CAMK2A,ENST00000348628,PTHR24347_SF158
ENSG00000070808,CAMK2A,ENST00000351010,
ENSG00000070808,CAMK2A,ENST00000398376,PTHR24347_SF158
ENSG00000070808,CAMK2A,ENST00000510347,PTHR24347_SF108
ENSG00000071242,RPS6KA2,ENST00000503859,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000507350,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000405189,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000481261,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000507371,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000511034,
ENSG00000071242,RPS6KA2,ENST00000366865,
ENSG00000071242,RPS6KA2,ENST00000512860,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000509742,
ENSG00000071242,RPS6KA2,ENST00000506565,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000265678,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000510118,PTHR24351_SF25
ENSG00000071242,RPS6KA2,ENST00000491836,
ENSG00000071575,TRIB2,ENST00000405331,PTHR22961
ENSG00000071575,TRIB2,ENST00000483034,
ENSG00000071575,TRIB2,ENST00000381465,PTHR22961
ENSG00000071575,TRIB2,ENST00000155926,PTHR22961
ENSG00000072062,PRKACA,ENST00000593092,PTHR24353_SF55
ENSG00000072062,PRKACA,ENST00000588209,
ENSG00000072062,PRKACA,ENST00000590853,
ENSG00000072062,PRKACA,ENST00000587533,
ENSG00000072062,PRKACA,ENST00000536649,
ENSG00000072062,PRKACA,ENST00000308677,PTHR24353_SF55
ENSG00000072062,PRKACA,ENST00000589284,
ENSG00000072062,PRKACA,ENST00000589994,PTHR24353_SF55
ENSG00000072062,PRKACA,ENST00000350356,
ENSG00000072062,PRKACA,ENST00000587372,PTHR24353_SF55
ENSG00000072310,SREBF1,ENST00000580540,
ENSG00000072310,SREBF1,ENST00000581707,
ENSG00000072310,SREBF1,ENST00000487401,
ENSG00000072310,SREBF1,ENST00000355815,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000476994,
ENSG00000072310,SREBF1,ENST00000395757,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000578469,
ENSG00000072310,SREBF1,ENST00000584760,
ENSG00000072310,SREBF1,ENST00000261646,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000469356,
ENSG00000072310,SREBF1,ENST00000577897,
ENSG00000072310,SREBF1,ENST00000583732,
ENSG00000072310,SREBF1,ENST00000490796,
ENSG00000072310,SREBF1,ENST00000662439,
ENSG00000072310,SREBF1,ENST00000395756,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000395751,
ENSG00000072310,SREBF1,ENST00000470247,
ENSG00000072310,SREBF1,ENST00000423161,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000447641,
ENSG00000072310,SREBF1,ENST00000478616,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000486311,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000485080,PTHR12565_SF5
ENSG00000072310,SREBF1,ENST00000583080,
ENSG00000072310,SREBF1,ENST00000471445,
ENSG00000072401,UBE2D1,ENST00000615793,PTHR24068_SF36
ENSG00000072401,UBE2D1,ENST00000606483,
ENSG00000072401,UBE2D1,ENST00000373910,PTHR24068_SF36
ENSG00000072401,UBE2D1,ENST00000473824,
ENSG00000072736,NFATC3,ENST00000379165,
ENSG00000072736,NFATC3,ENST00000329524,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000561714,
ENSG00000072736,NFATC3,ENST00000535127,
ENSG00000072736,NFATC3,ENST00000569766,
ENSG00000072736,NFATC3,ENST00000349223,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000539828,
ENSG00000072736,NFATC3,ENST00000549350,
ENSG00000072736,NFATC3,ENST00000346183,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000553077,
ENSG00000072736,NFATC3,ENST00000565750,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000568466,
ENSG00000072736,NFATC3,ENST00000562171,
ENSG00000072736,NFATC3,ENST00000566893,
ENSG00000072736,NFATC3,ENST00000566301,
ENSG00000072736,NFATC3,ENST00000563796,
ENSG00000072736,NFATC3,ENST00000570212,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000562926,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000575270,PTHR12533_SF6
ENSG00000072736,NFATC3,ENST00000563288,
ENSG00000072736,NFATC3,ENST00000567152,
ENSG00000072736,NFATC3,ENST00000563319,
ENSG00000073060,SCARB1,ENST00000541661,
ENSG00000073060,SCARB1,ENST00000538291,
ENSG00000073060,SCARB1,ENST00000415380,PTHR11923
ENSG00000073060,SCARB1,ENST00000544327,PTHR11923
ENSG00000073060,SCARB1,ENST00000535005,
ENSG00000073060,SCARB1,ENST00000339570,PTHR11923
ENSG00000073060,SCARB1,ENST00000545493,PTHR11923
ENSG00000073060,SCARB1,ENST00000539320,
ENSG00000073060,SCARB1,ENST00000261693,PTHR11923
ENSG00000073060,SCARB1,ENST00000545305,
ENSG00000073060,SCARB1,ENST00000546215,PTHR11923
ENSG00000073282,TP63,ENST00000456148,PTHR11447
ENSG00000073282,TP63,ENST00000392461,PTHR11447
ENSG00000073282,TP63,ENST00000449992,PTHR11447
ENSG00000073282,TP63,ENST00000434928,PTHR11447
ENSG00000073282,TP63,ENST00000354600,PTHR11447
ENSG00000073282,TP63,ENST00000418709,PTHR11447
ENSG00000073282,TP63,ENST00000460036,
ENSG00000073282,TP63,ENST00000437221,PTHR11447
ENSG00000073282,TP63,ENST00000264731,PTHR11447
ENSG00000073282,TP63,ENST00000392460,PTHR11447
ENSG00000073282,TP63,ENST00000440651,PTHR11447
ENSG00000073282,TP63,ENST00000392463,PTHR11447
ENSG00000073282,TP63,ENST00000486398,
ENSG00000073282,TP63,ENST00000320472,PTHR11447
ENSG00000073605,GSDMB,ENST00000309481,PTHR16399
ENSG00000073605,GSDMB,ENST00000360317,PTHR16399
ENSG00000073605,GSDMB,ENST00000486560,
ENSG00000073605,GSDMB,ENST00000394179,PTHR16399
ENSG00000073605,GSDMB,ENST00000520542,PTHR16399
ENSG00000073605,GSDMB,ENST00000523371,PTHR16399
ENSG00000073605,GSDMB,ENST00000394175,PTHR16399
ENSG00000073605,GSDMB,ENST00000524039,PTHR16399
ENSG00000073605,GSDMB,ENST00000464556,
ENSG00000073605,GSDMB,ENST00000479136,
ENSG00000073605,GSDMB,ENST00000418519,PTHR16399
ENSG00000073605,GSDMB,ENST00000477054,
ENSG00000073605,GSDMB,ENST00000468820,
ENSG00000073605,GSDMB,ENST00000522564,PTHR16399
ENSG00000073605,GSDMB,ENST00000519429,
ENSG00000073754,CD5L,ENST00000484609,
ENSG00000073754,CD5L,ENST00000368174,PTHR19331_SF246
ENSG00000073756,PTGS2,ENST00000559800,
ENSG00000073756,PTGS2,ENST00000559627,PTHR11903
ENSG00000073756,PTGS2,ENST00000490885,
ENSG00000073756,PTGS2,ENST00000466691,
ENSG00000073756,PTGS2,ENST00000367468,PTHR11903
ENSG00000074660,SCARF1,ENST00000573867,
ENSG00000074660,SCARF1,ENST00000576012,
ENSG00000074660,SCARF1,ENST00000573852,
ENSG00000074660,SCARF1,ENST00000434376,PTHR24043
ENSG00000074660,SCARF1,ENST00000348987,PTHR24043
ENSG00000074660,SCARF1,ENST00000263071,PTHR24043
ENSG00000074660,SCARF1,ENST00000574545,
ENSG00000074660,SCARF1,ENST00000570902,
ENSG00000074660,SCARF1,ENST00000571272,PTHR24043
ENSG00000075213,SEMA3A,ENST00000471474,
ENSG00000075213,SEMA3A,ENST00000448879,
ENSG00000075213,SEMA3A,ENST00000436949,PTHR11036_SF23
ENSG00000075213,SEMA3A,ENST00000265362,PTHR11036_SF23
ENSG00000075213,SEMA3A,ENST00000490883,
ENSG00000075213,SEMA3A,ENST00000420047,PTHR11036_SF23
ENSG00000075213,SEMA3A,ENST00000424555,
ENSG00000075388,FGF4,ENST00000168712,PTHR11486_SF31
ENSG00000075388,FGF4,ENST00000538040,
ENSG00000075702,WDR62,ENST00000644764,PTHR22847_SF362
ENSG00000075702,WDR62,ENST00000589953,
ENSG00000075702,WDR62,ENST00000587391,PTHR22847_SF362
ENSG00000075702,WDR62,ENST00000401500,PTHR22847_SF362
ENSG00000075702,WDR62,ENST00000608676,
ENSG00000075702,WDR62,ENST00000427823,PTHR22847_SF362
ENSG00000075702,WDR62,ENST00000270301,PTHR22847_SF362
ENSG00000075702,WDR62,ENST00000378860,
ENSG00000077150,NFKB2,ENST00000651907,
ENSG00000077150,NFKB2,ENST00000189444,PTHR24169_SF19
ENSG00000077150,NFKB2,ENST00000336486,
ENSG00000077150,NFKB2,ENST00000369966,PTHR24169_SF19
ENSG00000077150,NFKB2,ENST00000428099,PTHR24169_SF19
ENSG00000077150,NFKB2,ENST00000601386,
ENSG00000077150,NFKB2,ENST00000652277,PTHR24169_SF19
ENSG00000077150,NFKB2,ENST00000467116,
ENSG00000077150,NFKB2,ENST00000661543,PTHR24169_SF19
ENSG00000077150,NFKB2,ENST00000471698,
ENSG00000077150,NFKB2,ENST00000473400,
ENSG00000077238,IL4R,ENST00000568746,
ENSG00000077238,IL4R,ENST00000628578,
ENSG00000077238,IL4R,ENST00000562968,
ENSG00000077238,IL4R,ENST00000395762,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000561742,
ENSG00000077238,IL4R,ENST00000543915,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000566318,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000563002,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000563787,
ENSG00000077238,IL4R,ENST00000563926,
ENSG00000077238,IL4R,ENST00000561946,
ENSG00000077238,IL4R,ENST00000170630,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000565696,
ENSG00000077238,IL4R,ENST00000562142,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000565179,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000566117,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000563886,
ENSG00000077238,IL4R,ENST00000565352,PTHR23037_SF24
ENSG00000077238,IL4R,ENST00000565915,
ENSG00000078295,ADCY2,ENST00000484965,
ENSG00000078295,ADCY2,ENST00000513693,
ENSG00000078295,ADCY2,ENST00000515681,PTHR11920_SF253
ENSG00000078295,ADCY2,ENST00000382531,
ENSG00000078295,ADCY2,ENST00000338316,PTHR11920_SF253
ENSG00000078295,ADCY2,ENST00000489501,
ENSG00000078295,ADCY2,ENST00000498598,
ENSG00000078295,ADCY2,ENST00000493243,
ENSG00000078399,HOXA9,ENST00000396345,PTHR24325_SF9
ENSG00000078399,HOXA9,ENST00000497089,
ENSG00000078399,HOXA9,ENST00000487384,
ENSG00000078399,HOXA9,ENST00000343483,PTHR24325_SF9
ENSG00000078399,HOXA9,ENST00000489695,
ENSG00000078399,HOXA9,ENST00000465941,
ENSG00000078401,EDN1,ENST00000379375,PTHR13874
ENSG00000078687,TNRC6C,ENST00000636222,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000335749,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000301624,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000592251,
ENSG00000078687,TNRC6C,ENST00000585438,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000591851,
ENSG00000078687,TNRC6C,ENST00000588549,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000587990,
ENSG00000078687,TNRC6C,ENST00000588847,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000588061,PTHR13020_SF9
ENSG00000078687,TNRC6C,ENST00000592566,
ENSG00000078747,ITCH,ENST00000665428,
ENSG00000078747,ITCH,ENST00000665346,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000660337,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000670516,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000654846,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000662871,
ENSG00000078747,ITCH,ENST00000658310,
ENSG00000078747,ITCH,ENST00000665484,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000461661,
ENSG00000078747,ITCH,ENST00000479215,
ENSG00000078747,ITCH,ENST00000535650,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000262650,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000483727,
ENSG00000078747,ITCH,ENST00000664852,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000486883,PTHR11254_SF66
ENSG00000078747,ITCH,ENST00000374864,PTHR11254_SF66
ENSG00000078900,TP73,ENST00000378288,PTHR11447
ENSG00000078900,TP73,ENST00000378285,PTHR11447
ENSG00000078900,TP73,ENST00000354437,PTHR11447
ENSG00000078900,TP73,ENST00000357733,PTHR11447
ENSG00000078900,TP73,ENST00000603364,
ENSG00000078900,TP73,ENST00000604566,
ENSG00000078900,TP73,ENST00000604479,PTHR11447
ENSG00000078900,TP73,ENST00000603362,PTHR11447
ENSG00000078900,TP73,ENST00000378295,PTHR11447
ENSG00000078900,TP73,ENST00000346387,PTHR11447
ENSG00000078900,TP73,ENST00000378280,PTHR11447
ENSG00000078900,TP73,ENST00000604194,
ENSG00000078900,TP73,ENST00000378290,PTHR11447
ENSG00000078900,TP73,ENST00000604074,PTHR11447
ENSG00000079385,CEACAM1,ENST00000161559,PTHR19955
ENSG00000079385,CEACAM1,ENST00000403136,
ENSG00000079385,CEACAM1,ENST00000358394,PTHR19955
ENSG00000079385,CEACAM1,ENST00000488639,
ENSG00000079385,CEACAM1,ENST00000599389,PTHR19955
ENSG00000079385,CEACAM1,ENST00000377806,
ENSG00000079385,CEACAM1,ENST00000471298,PTHR19955
ENSG00000079385,CEACAM1,ENST00000403461,PTHR19955
ENSG00000079385,CEACAM1,ENST00000344391,
ENSG00000079385,CEACAM1,ENST00000485605,
ENSG00000079385,CEACAM1,ENST00000465051,
ENSG00000079385,CEACAM1,ENST00000600172,PTHR19955
ENSG00000079385,CEACAM1,ENST00000352591,PTHR19955
ENSG00000079385,CEACAM1,ENST00000403444,PTHR19955
ENSG00000080503,SMARCA2,ENST00000634338,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000439732,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000457226,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000491574,
ENSG00000080503,SMARCA2,ENST00000634343,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000635129,
ENSG00000080503,SMARCA2,ENST00000635530,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000634931,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000637371,
ENSG00000080503,SMARCA2,ENST00000634287,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000634688,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000637097,
ENSG00000080503,SMARCA2,ENST00000635273,
ENSG00000080503,SMARCA2,ENST00000636559,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000302401,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000324954,PTHR10799_SF541
ENSG00000080503,SMARCA2,ENST00000349721,PTHR10799_SF541
