query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000562101-mRNA-1 transcript=TTRE_0000562101-mRNA-1 gene=TTRE_0000562101,gnl|BL_ORD_ID|200260 ENSG00000160179|ABCG1|ENST00000450121|PTHR19241_SF177,ABCG1,ENST00000450121,ENSG00000160179,257,90.1225,60,23.3463035,5.80E-21,PTHR19241,SF177
TTRE_0000579701-mRNA-1 transcript=TTRE_0000579701-mRNA-1 gene=TTRE_0000579701,gnl|BL_ORD_ID|130365 ENSG00000139625|MAP3K12|ENST00000552365|PTHR23257_SF397,MAP3K12,ENST00000552365,ENSG00000139625,394,98.5969,66,16.75126904,8.27E-21,PTHR23257,SF397
TTRE_0000494701-mRNA-1 transcript=TTRE_0000494701-mRNA-1 gene=TTRE_0000494701,gnl|BL_ORD_ID|208845 ENSG00000015285|WAS|ENST00000450772|PTHR12779,WAS,ENST00000450772,ENSG00000015285,217,93.5893,41,18.89400922,8.88E-21,PTHR12779,
TTRE_0000876101-mRNA-1 transcript=TTRE_0000876101-mRNA-1 gene=TTRE_0000876101,gnl|BL_ORD_ID|175914 ENSG00000175354|PTPN2|ENST00000353319|PTHR19134_SF200,PTPN2,ENST00000353319,ENSG00000175354,354,94.3597,56,15.81920904,1.77E-20,PTHR19134,SF200
TTRE_0000524101-mRNA-1 transcript=TTRE_0000524101-mRNA-1 gene=TTRE_0000524101,gnl|BL_ORD_ID|7220 ENSG00000143119|CD53|ENST00000648608|PTHR19282_SF39,CD53,ENST00000648608,ENSG00000143119,220,88.5817,62,28.18181818,2.24E-20,PTHR19282,SF39
TTRE_0000665301-mRNA-1 transcript=TTRE_0000665301-mRNA-1 gene=TTRE_0000665301,gnl|BL_ORD_ID|33661 ENSG00000254999|BRK1|ENST00000530758|TF608976,BRK1,ENST00000530758,ENSG00000254999,76,77.0258,30,39.47368421,2.47E-20,PTHR33668,SF1
TTRE_0000475401-mRNA-1 transcript=TTRE_0000475401-mRNA-1 gene=TTRE_0000475401,gnl|BL_ORD_ID|99388 ENSG00000015171|ZMYND11|ENST00000381604|PTHR24102_SF12,ZMYND11,ENST00000381604,ENSG00000015171,483,88.5817,50,10.35196687,2.77E-20,PTHR24102,SF12
TTRE_0000628901-mRNA-1 transcript=TTRE_0000628901-mRNA-1 gene=TTRE_0000628901,gnl|BL_ORD_ID|151906 ENSG00000178952|TUFM|ENST00000313511|PTHR23115_SF112,TUFM,ENST00000313511,ENSG00000178952,456,95.1301,73,16.00877193,3.02E-20,PTHR23115,SF112
TTRE_0000362701-mRNA-1 transcript=TTRE_0000362701-mRNA-1 gene=TTRE_0000362701,gnl|BL_ORD_ID|207825 ENSG00000157514|TSC22D3|ENST00000372397|PTHR12348_SF16,TSC22D3,ENST00000372397,ENSG00000157514,135,82.0333,48,35.55555556,6.29E-20,PTHR12348,SF16
TTRE_0000800801-mRNA-1 transcript=TTRE_0000800801-mRNA-1 gene=TTRE_0000800801,gnl|BL_ORD_ID|158975 ENSG00000187555|USP7|ENST00000569230,USP7,ENST00000569230,ENSG00000187555,118,83.1889,40,33.89830508,1.68E-19,PTHR24006,SF89
TTRE_0000433301-mRNA-1 transcript=TTRE_0000433301-mRNA-1 gene=TTRE_0000433301,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,89.7373,79,15.16314779,1.72E-19,PTHR24021,
TTRE_0000489101-mRNA-1 transcript=TTRE_0000489101-mRNA-1 gene=TTRE_0000489101,gnl|BL_ORD_ID|133389 ENSG00000133112|TPT1|ENST00000530705|PTHR11991,TPT1,ENST00000530705,ENSG00000133112,173,81.6481,61,35.26011561,1.92E-19,PTHR11991,
TTRE_0000087301-mRNA-1 transcript=TTRE_0000087301-mRNA-1 gene=TTRE_0000087301,gnl|BL_ORD_ID|106223 ENSG00000036672|USP2|ENST00000455332|PTHR24006_SF396,USP2,ENST00000455332,ENSG00000036672,363,92.0485,62,17.07988981,2.36E-19,PTHR24006,SF396
TTRE_0000002001-mRNA-1 transcript=TTRE_0000002001-mRNA-1 gene=TTRE_0000002001,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,87.8113,86,16.50671785,5.75E-19,PTHR24021,
TTRE_0000056601-mRNA-1 transcript=TTRE_0000056601-mRNA-1 gene=TTRE_0000056601,gnl|BL_ORD_ID|135029 ENSG00000185559|DLK1|ENST00000341267|PTHR24052,DLK1,ENST00000341267,ENSG00000185559,384,88.9669,56,14.58333333,2.08E-18,PTHR24052,
TTRE_0000729301-mRNA-1 transcript=TTRE_0000729301-mRNA-1 gene=TTRE_0000729301,gnl|BL_ORD_ID|212934 ENSG00000215301|DDX3X|ENST00000642424|PTHR24031_SF195,DDX3X,ENST00000642424,ENSG00000215301,477,86.6557,73,15.30398323,2.09E-18,PTHR24031,SF195
TTRE_0000266001-mRNA-1 transcript=TTRE_0000266001-mRNA-1 gene=TTRE_0000266001,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,87.4261,81,15.54702495,2.68E-18,PTHR24021,
TTRE_0000389001-mRNA-1 transcript=TTRE_0000389001-mRNA-1 gene=TTRE_0000389001,gnl|BL_ORD_ID|178851 ENSG00000078043|PIAS2|ENST00000592212|PTHR10782,PIAS2,ENST00000592212,ENSG00000078043,537,89.7373,62,11.54562384,2.82E-18,PTHR10782,
TTRE_0000906101-mRNA-1 transcript=TTRE_0000906101-mRNA-1 gene=TTRE_0000906101,gnl|BL_ORD_ID|41264 ENSG00000164022|AIMP1|ENST00000442366|PTHR11586_SF1,AIMP1,ENST00000442366,ENSG00000164022,313,78.9518,39,12.4600639,2.88E-18,PTHR11586,SF1
TTRE_0000431001-mRNA-1 transcript=TTRE_0000431001-mRNA-1 gene=TTRE_0000431001,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,85.1149,78,14.97120921,8.20E-18,PTHR24021,
TTRE_0000196101-mRNA-1 transcript=TTRE_0000196101-mRNA-1 gene=TTRE_0000196101,gnl|BL_ORD_ID|164493 ENSG00000168256|NKIRAS2|ENST00000393880|PTHR24070_SF236,NKIRAS2,ENST00000393880,ENSG00000168256,192,78.5666,56,29.16666667,8.45E-18,PTHR24070,SF236
TTRE_0000446901-mRNA-1 transcript=TTRE_0000446901-mRNA-1 gene=TTRE_0000446901,gnl|BL_ORD_ID|135269 ENSG00000185559|DLK1|ENST00000331224|PTHR24052,DLK1,ENST00000331224,ENSG00000185559,311,85.5001,54,17.36334405,9.40E-18,PTHR24052,
TTRE_0000089701-mRNA-1 transcript=TTRE_0000089701-mRNA-1 gene=TTRE_0000089701,gnl|BL_ORD_ID|30806 ENSG00000163904|SENP2|ENST00000444509|PTHR12606_SF11,SENP2,ENST00000444509,ENSG00000163904,203,78.1814,49,24.13793103,1.45E-17,PTHR12606,SF11
TTRE_0000648001-mRNA-1 transcript=TTRE_0000648001-mRNA-1 gene=TTRE_0000648001,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,76.6406,42,28,2.05E-17,PTHR23050,SF155
TTRE_0000753901-mRNA-1 transcript=TTRE_0000753901-mRNA-1 gene=TTRE_0000753901,gnl|BL_ORD_ID|113333 ENSG00000167770|OTUB1|ENST00000538426|PTHR12931,OTUB1,ENST00000538426,ENSG00000167770,272,75.8702,38,13.97058824,2.11E-17,PTHR12931,
TTRE_0000161401-mRNA-1 transcript=TTRE_0000161401-mRNA-1 gene=TTRE_0000161401,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,83.1889,77,14.77927063,2.43E-17,PTHR24021,
TTRE_0000402701-mRNA-1 transcript=TTRE_0000402701-mRNA-1 gene=TTRE_0000402701,gnl|BL_ORD_ID|15063 ENSG00000198612|COPS8|ENST00000392008|TF600020,COPS8,ENST00000392008,ENSG00000198612,161,75.8702,35,21.73913043,3.53E-17,PTHR13339,
TTRE_0000657501-mRNA-1 transcript=TTRE_0000657501-mRNA-1 gene=TTRE_0000657501,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,83.1889,76,14.58733205,3.78E-17,PTHR24021,
TTRE_0000703801-mRNA-1 transcript=TTRE_0000703801-mRNA-1 gene=TTRE_0000703801,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,83.9593,78,14.97120921,3.90E-17,PTHR24021,
TTRE_0000174201-mRNA-1 transcript=TTRE_0000174201-mRNA-1 gene=TTRE_0000174201,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,82.8037,76,14.58733205,4.44E-17,PTHR24021,
TTRE_0000886701-mRNA-1 transcript=TTRE_0000886701-mRNA-1 gene=TTRE_0000886701,gnl|BL_ORD_ID|200260 ENSG00000160179|ABCG1|ENST00000450121|PTHR19241_SF177,ABCG1,ENST00000450121,ENSG00000160179,257,81.2629,56,21.78988327,1.40E-16,PTHR19241,SF177
TTRE_0000180101-mRNA-1 transcript=TTRE_0000180101-mRNA-1 gene=TTRE_0000180101,gnl|BL_ORD_ID|152043 ENSG00000058600|POLR3E|ENST00000359210|PTHR12069_SF0,POLR3E,ENST00000359210,ENSG00000058600,667,83.5741,95,14.24287856,3.32E-16,PTHR12069,SF0
TTRE_0000246001-mRNA-1 transcript=TTRE_0000246001-mRNA-1 gene=TTRE_0000246001,gnl|BL_ORD_ID|206993 ENSG00000101916|TLR8|ENST00000218032|PTHR24365_SF227,TLR8,ENST00000218032,ENSG00000101916,1042,83.1889,141,13.53166987,9.17E-16,PTHR24365,SF227
TTRE_0000174101-mRNA-1 transcript=TTRE_0000174101-mRNA-1 gene=TTRE_0000174101,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,77.7962,75,14.39539347,1.21E-15,PTHR24021,
TTRE_0000928901-mRNA-1 transcript=TTRE_0000928901-mRNA-1 gene=TTRE_0000928901,gnl|BL_ORD_ID|32627 ENSG00000241553|ARPC4|ENST00000485273|PTHR22629,ARPC4,ENST00000485273,ENSG00000241553,77,66.2402,31,40.25974026,3.18E-15,PTHR22629,
TTRE_0000086101-mRNA-1 transcript=TTRE_0000086101-mRNA-1 gene=TTRE_0000086101,gnl|BL_ORD_ID|178160 ENSG00000175354|PTPN2|ENST00000591497|PTHR19134_SF200,PTPN2,ENST00000591497,ENSG00000175354,387,76.6406,54,13.95348837,5.40E-15,PTHR19134,SF200
TTRE_0000174001-mRNA-1 transcript=TTRE_0000174001-mRNA-1 gene=TTRE_0000174001,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,77.411,71,13.62763916,5.44E-15,PTHR24021,
TTRE_0000254801-mRNA-1 transcript=TTRE_0000254801-mRNA-1 gene=TTRE_0000254801,gnl|BL_ORD_ID|18044 ENSG00000079246|XRCC5|ENST00000417391|PTHR12604,XRCC5,ENST00000417391,ENSG00000079246,131,72.4034,42,32.0610687,1.22E-14,PTHR12604,
TTRE_0000140201-mRNA-1 transcript=TTRE_0000140201-mRNA-1 gene=TTRE_0000140201,gnl|BL_ORD_ID|7980 ENSG00000116977|LGALS8|ENST00000323938|PTHR11346_SF22,LGALS8,ENST00000323938,ENSG00000116977,291,68.5514,42,14.43298969,3.41E-14,PTHR11346,SF22
TTRE_0000503301-mRNA-1 transcript=TTRE_0000503301-mRNA-1 gene=TTRE_0000503301,gnl|BL_ORD_ID|61217 ENSG00000154079|SDHAF4|ENST00000370474|TF106123,SDHAF4,ENST00000370474,ENSG00000154079,109,63.929,27,24.7706422,4.23E-14,PTHR28524,SF3
TTRE_0000259501-mRNA-1 transcript=TTRE_0000259501-mRNA-1 gene=TTRE_0000259501,gnl|BL_ORD_ID|132915 ENSG00000133110|POSTN|ENST00000541481|PTHR10900,POSTN,ENST00000541481,ENSG00000133110,750,76.2554,81,10.8,7.81E-14,PTHR10900,
TTRE_0000557501-mRNA-1 transcript=TTRE_0000557501-mRNA-1 gene=TTRE_0000557501,gnl|BL_ORD_ID|25294 ENSG00000082701|GSK3B|ENST00000316626|PTHR24057,GSK3B,ENST00000316626,ENSG00000082701,434,74.7146,52,11.98156682,7.94E-14,PTHR24057,
TTRE_0000774001-mRNA-1 transcript=TTRE_0000774001-mRNA-1 gene=TTRE_0000774001,gnl|BL_ORD_ID|101679 ENSG00000015171|ZMYND11|ENST00000558098|PTHR24102_SF12,ZMYND11,ENST00000558098,ENSG00000015171,569,72.7886,61,10.72056239,1.24E-13,PTHR24102,SF12
TTRE_0000098001-mRNA-1 transcript=TTRE_0000098001-mRNA-1 gene=TTRE_0000098001,gnl|BL_ORD_ID|41580 ENSG00000151247|EIF4E|ENST00000450253|PTHR11960_SF14,EIF4E,ENST00000450253,ENSG00000151247,218,68.9366,37,16.97247706,1.27E-13,PTHR11960,SF14
TTRE_0000531101-mRNA-1 transcript=TTRE_0000531101-mRNA-1 gene=TTRE_0000531101,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,72.0182,68,13.05182342,1.55E-13,PTHR24021,
3815seq,gnl|BL_ORD_ID|91943 ENSG00000147852|VLDLR|ENST00000382096|PTHR10529_SF101,VLDLR,ENST00000382096,ENSG00000147852,173,65.855,44,25.43352601,2.20E-13,PTHR10529,SF101
5421seq,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,69.3218,59,23.79032258,5.88E-13,PTHR13800,SF2
TTRE_0000096801-mRNA-1 transcript=TTRE_0000096801-mRNA-1 gene=TTRE_0000096801,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,70.8626,80,15.35508637,6.98E-13,PTHR24021,
TTRE_0000216401-mRNA-1 transcript=TTRE_0000216401-mRNA-1 gene=TTRE_0000216401,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,66.6254,69,13.243762,4.96E-12,PTHR24021,
TTRE_0000121701-mRNA-1 transcript=TTRE_0000121701-mRNA-1 gene=TTRE_0000121701,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,68.5514,74,14.20345489,5.15E-12,PTHR24021,
TTRE_0000224601-mRNA-1 transcript=TTRE_0000224601-mRNA-1 gene=TTRE_0000224601,gnl|BL_ORD_ID|193865 ENSG00000101425|BPI|ENST00000262865|PTHR10504,BPI,ENST00000262865,ENSG00000101425,488,69.3218,109,22.33606557,6.80E-12,PTHR10504,
TTRE_0000412301-mRNA-1 transcript=TTRE_0000412301-mRNA-1 gene=TTRE_0000412301,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,66.6254,92,17.65834933,7.89E-12,PTHR24021,
TTRE_0000237601-mRNA-1 transcript=TTRE_0000237601-mRNA-1 gene=TTRE_0000237601,gnl|BL_ORD_ID|135269 ENSG00000185559|DLK1|ENST00000331224|PTHR24052,DLK1,ENST00000331224,ENSG00000185559,311,65.0846,41,13.18327974,1.02E-11,PTHR24052,
TTRE_0000682401-mRNA-1 transcript=TTRE_0000682401-mRNA-1 gene=TTRE_0000682401,gnl|BL_ORD_ID|186067 ENSG00000127445|PIN1|ENST00000591777|PTHR10657_SF4,PIN1,ENST00000591777,ENSG00000127445,91,56.9954,34,37.36263736,1.03E-11,PTHR10657,SF4
TTRE_0000428001-mRNA-1 transcript=TTRE_0000428001-mRNA-1 gene=TTRE_0000428001,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,65.855,63,25.40322581,1.05E-11,PTHR13800,SF2
TTRE_0000275901-mRNA-1 transcript=TTRE_0000275901-mRNA-1 gene=TTRE_0000275901,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,65.855,59,23.79032258,1.15E-11,PTHR13800,SF2
TTRE_0000554501-mRNA-1 transcript=TTRE_0000554501-mRNA-1 gene=TTRE_0000554501,gnl|BL_ORD_ID|160143 ENSG00000197253|TPSB2|ENST00000606293|PTHR24268_SF98,TPSB2,ENST00000606293,ENSG00000197253,276,61.6178,31,11.23188406,1.17E-11,PTHR24268,SF98
TTRE_0000355401-mRNA-1 transcript=TTRE_0000355401-mRNA-1 gene=TTRE_0000355401,gnl|BL_ORD_ID|135029 ENSG00000185559|DLK1|ENST00000341267|PTHR24052,DLK1,ENST00000341267,ENSG00000185559,384,70.0922,50,13.02083333,1.27E-11,PTHR24052,
TTRE_0000164101-mRNA-1 transcript=TTRE_0000164101-mRNA-1 gene=TTRE_0000164101,gnl|BL_ORD_ID|198663 ENSG00000101347|SAMHD1|ENST00000645444|PTHR11373_SF4,SAMHD1,ENST00000645444,ENSG00000101347,213,60.4622,26,12.20657277,2.45E-11,PTHR11373,SF4
TTRE_0000728401-mRNA-1 transcript=TTRE_0000728401-mRNA-1 gene=TTRE_0000728401,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,65.4698,58,23.38709677,4.51E-11,PTHR13800,SF2
TTRE_0000638601-mRNA-1 transcript=TTRE_0000638601-mRNA-1 gene=TTRE_0000638601,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,62.7734,83,15.93090211,5.07E-11,PTHR24021,
TTRE_0000445701-mRNA-1 transcript=TTRE_0000445701-mRNA-1 gene=TTRE_0000445701,gnl|BL_ORD_ID|173165 ENSG00000030582|GRN|ENST00000588237|PTHR12274,GRN,ENST00000588237,ENSG00000030582,172,57.3806,28,16.27906977,6.81E-11,PTHR12274,
TTRE_0000012801-mRNA-1 transcript=TTRE_0000012801-mRNA-1 gene=TTRE_0000012801,gnl|BL_ORD_ID|207888 ENSG00000157514|TSC22D3|ENST00000372382|PTHR12348_SF16,TSC22D3,ENST00000372382,ENSG00000157514,111,55.4546,29,26.12612613,1.53E-10,PTHR12348,SF16
TTRE_0000536901-mRNA-1 transcript=TTRE_0000536901-mRNA-1 gene=TTRE_0000536901,gnl|BL_ORD_ID|19720 ENSG00000180228|PRKRA|ENST00000487082|PTHR10910_SF8,PRKRA,ENST00000487082,ENSG00000180228,289,61.2326,49,16.9550173,3.15E-10,PTHR10910,SF8
TTRE_0000064701-mRNA-1 transcript=TTRE_0000064701-mRNA-1 gene=TTRE_0000064701,gnl|BL_ORD_ID|134653 ENSG00000139687|RB1|ENST00000643064|PTHR13742,RB1,ENST00000643064,ENSG00000139687,110,59.3066,27,24.54545455,3.49E-10,PTHR13742,
TTRE_0000202801-mRNA-1 transcript=TTRE_0000202801-mRNA-1 gene=TTRE_0000202801,gnl|BL_ORD_ID|14854 ENSG00000019169|MARCO|ENST00000327097|PTHR24021,MARCO,ENST00000327097,ENSG00000019169,521,61.6178,90,17.27447217,3.89E-10,PTHR24021,
TTRE_0000621501-mRNA-1 transcript=TTRE_0000621501-mRNA-1 gene=TTRE_0000621501,gnl|BL_ORD_ID|193865 ENSG00000101425|BPI|ENST00000262865|PTHR10504,BPI,ENST00000262865,ENSG00000101425,488,62.7734,98,20.08196721,7.00E-10,PTHR10504,
TTRE_0000316301-mRNA-1 transcript=TTRE_0000316301-mRNA-1 gene=TTRE_0000316301,gnl|BL_ORD_ID|193865 ENSG00000101425|BPI|ENST00000262865|PTHR10504,BPI,ENST00000262865,ENSG00000101425,488,62.7734,79,16.18852459,7.68E-10,PTHR10504,
TTRE_0000264201-mRNA-1 transcript=TTRE_0000264201-mRNA-1 gene=TTRE_0000264201,gnl|BL_ORD_ID|142912 ENSG00000100906|NFKBIA|ENST00000557389|PTHR24139_SF32,NFKBIA,ENST00000557389,ENSG00000100906,228,59.3066,37,16.22807018,7.96E-10,PTHR24139,SF32
266seq,gnl|BL_ORD_ID|49478 ENSG00000161011|SQSTM1|ENST00000422245|PTHR15090,SQSTM1,ENST00000422245,ENSG00000161011,140,57.3806,30,21.42857143,8.25E-10,PTHR15090,
TTRE_0000054601-mRNA-1 transcript=TTRE_0000054601-mRNA-1 gene=TTRE_0000054601,gnl|BL_ORD_ID|49478 ENSG00000161011|SQSTM1|ENST00000422245|PTHR15090,SQSTM1,ENST00000422245,ENSG00000161011,140,56.6102,30,21.42857143,8.37E-10,PTHR15090,
TTRE_0000038701-mRNA-1 transcript=TTRE_0000038701-mRNA-1 gene=TTRE_0000038701,gnl|BL_ORD_ID|91943 ENSG00000147852|VLDLR|ENST00000382096|PTHR10529_SF101,VLDLR,ENST00000382096,ENSG00000147852,173,57.7658,48,27.74566474,1.11E-09,PTHR10529,SF101
1472seq,gnl|BL_ORD_ID|207888 ENSG00000157514|TSC22D3|ENST00000372382|PTHR12348_SF16,TSC22D3,ENST00000372382,ENSG00000157514,111,56.6102,29,26.12612613,1.52E-09,PTHR12348,SF16
TTRE_0000012001-mRNA-1 transcript=TTRE_0000012001-mRNA-1 gene=TTRE_0000012001,gnl|BL_ORD_ID|126899 ENSG00000166225|FRS2|ENST00000550937|PTHR21258_SF40,FRS2,ENST00000550937,ENSG00000166225,91,54.6842,25,27.47252747,1.57E-09,PTHR21258,SF40
5460seq,gnl|BL_ORD_ID|102718 ENSG00000171862|PTEN|ENST00000472832,PTEN,ENST00000472832,ENSG00000171862,154,56.6102,28,18.18181818,2.62E-09,PTHR12305,SF32
1560seq,gnl|BL_ORD_ID|211017 ENSG00000126759|CFP|ENST00000469388|PTHR22906_SF0,CFP,ENST00000469388,ENSG00000126759,167,54.6842,39,23.35329341,3.13E-09,PTHR22906,SF0
TTRE_0000409101-mRNA-1 transcript=TTRE_0000409101-mRNA-1 gene=TTRE_0000409101,gnl|BL_ORD_ID|9152 ENSG00000007908|SELE|ENST00000367776|PTHR19325_SF336,SELE,ENST00000367776,ENSG00000007908,548,60.8474,106,19.34306569,4.34E-09,PTHR19325,SF336
TTRE_0000191501-mRNA-1 transcript=TTRE_0000191501-mRNA-1 gene=TTRE_0000191501,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,51.6026,36,24,5.99E-08,PTHR23050,SF155
TTRE_0000805801-mRNA-1 transcript=TTRE_0000805801-mRNA-1 gene=TTRE_0000805801,gnl|BL_ORD_ID|193865 ENSG00000101425|BPI|ENST00000262865|PTHR10504,BPI,ENST00000262865,ENSG00000101425,488,56.6102,95,19.46721311,6.43E-08,PTHR10504,
TTRE_0000686401-mRNA-1 transcript=TTRE_0000686401-mRNA-1 gene=TTRE_0000686401,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,56.225,52,20.96774194,7.85E-08,PTHR13800,SF2
TTRE_0000702501-mRNA-1 transcript=TTRE_0000702501-mRNA-1 gene=TTRE_0000702501,gnl|BL_ORD_ID|52845 ENSG00000164327|RICTOR|ENST00000514735|PTHR13298,RICTOR,ENST00000514735,ENSG00000164327,225,54.6842,31,13.77777778,9.04E-08,PTHR13298,
TTRE_0000365101-mRNA-1 transcript=TTRE_0000365101-mRNA-1 gene=TTRE_0000365101,gnl|BL_ORD_ID|135269 ENSG00000185559|DLK1|ENST00000331224|PTHR24052,DLK1,ENST00000331224,ENSG00000185559,311,50.0618,36,11.5755627,1.08E-07,PTHR24052,
TTRE_0000329701-mRNA-1 transcript=TTRE_0000329701-mRNA-1 gene=TTRE_0000329701,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,52.7582,46,18.5483871,1.59E-07,PTHR13800,SF2
TTRE_0000329801-mRNA-1 transcript=TTRE_0000329801-mRNA-1 gene=TTRE_0000329801,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,52.373,45,18.14516129,1.67E-07,PTHR13800,SF2
TTRE_0000500701-mRNA-1 transcript=TTRE_0000500701-mRNA-1 gene=TTRE_0000500701,gnl|BL_ORD_ID|193810 ENSG00000129988|LBP|ENST00000217407|PTHR10504,LBP,ENST00000217407,ENSG00000129988,482,55.4546,49,10.1659751,1.91E-07,PTHR10504,
2085seq,gnl|BL_ORD_ID|205187 ENSG00000184381|PLA2G6|ENST00000448094|PTHR24139_SF27,PLA2G6,ENST00000448094,ENSG00000184381,227,49.6766,25,11.01321586,2.10E-07,PTHR24139,SF27
TTRE_0000502001-mRNA-1 transcript=TTRE_0000502001-mRNA-1 gene=TTRE_0000502001,gnl|BL_ORD_ID|58911 ENSG00000135334|AKIRIN2|ENST00000257787|PTHR13293_SF8,AKIRIN2,ENST00000257787,ENSG00000135334,204,49.6766,56,27.45098039,2.31E-07,PTHR13293,SF8
TTRE_0000057401-mRNA-1 transcript=TTRE_0000057401-mRNA-1 gene=TTRE_0000057401,gnl|BL_ORD_ID|25649 ENSG00000213672|NCKIPSD|ENST00000415281|PTHR13357,NCKIPSD,ENST00000415281,ENSG00000213672,268,53.1434,48,17.91044776,2.39E-07,PTHR13357,
91,gnl|BL_ORD_ID|89670 ENSG00000135047|CTSL|ENST00000342020|PTHR12411_SF306,CTSL,ENST00000342020,ENSG00000135047,226,50.447,25,11.0619469,2.40E-07,PTHR12411,SF306
TTRE_0000921901-mRNA-1 transcript=TTRE_0000921901-mRNA-1 gene=TTRE_0000921901,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,51.6026,42,16.93548387,2.77E-07,PTHR13800,SF2
TTRE_0000768801-mRNA-1 transcript=TTRE_0000768801-mRNA-1 gene=TTRE_0000768801,gnl|BL_ORD_ID|173296 ENSG00000166484|MAPK7|ENST00000603493|PTHR24055_SF7,MAPK7,ENST00000603493,ENSG00000166484,144,51.2174,21,14.58333333,3.06E-07,PTHR24055,SF7
685seq,gnl|BL_ORD_ID|64486 ENSG00000085382|HACE1|ENST00000524020|PTHR11254_SF278,HACE1,ENST00000524020,ENSG00000085382,138,50.0618,29,21.01449275,4.88E-07,PTHR11254,SF278
TTRE_0000255901-mRNA-1 transcript=TTRE_0000255901-mRNA-1 gene=TTRE_0000255901,gnl|BL_ORD_ID|14086 ENSG00000135940|COX5B|ENST00000258424|PTHR10122_SF0,COX5B,ENST00000258424,ENSG00000135940,130,45.4394,25,19.23076923,6.60E-07,PTHR10122,SF0
