query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
3191seq,gnl|BL_ORD_ID|94117 ENSG00000165684|SNAPC4|ENST00000637388|PTHR10641_SF191,SNAPC4,ENST00000637388,ENSG00000165684,451,65.0846,62,13.74722838,2.78E-11,PTHR10641,SF191
3198seq,gnl|BL_ORD_ID|143332 ENSG00000137807|AC027237.1|ENST00000352331|PTHR24115_SF88,AC027237.1,ENST00000352331,ENSG00000137807,857,395.586,245,28.58809802,6.85E-127,PTHR24115,SF88
3302seq,gnl|BL_ORD_ID|187474 ENSG00000197050|ZNF420|ENST00000585862|PTHR24377_SF283,ZNF420,ENST00000585862,ENSG00000197050,90,48.521,21,23.33333333,1.73E-07,PTHR24377,SF283
3333seq,gnl|BL_ORD_ID|13439 ENSG00000264343|NOTCH2NLA|ENST00000579793|PTHR24033_SF43,NOTCH2NLA,ENST00000579793,ENSG00000264343,231,51.9878,34,14.71861472,2.42E-08,PTHR24033,SF43
3340seq,gnl|BL_ORD_ID|49148 ENSG00000112984|KIF20A|ENST00000394894|PTHR24115_SF352,KIF20A,ENST00000394894,ENSG00000112984,891,254.603,153,17.17171717,1.38E-75,PTHR24115,SF352
3345seq,gnl|BL_ORD_ID|31621 ENSG00000144895|EIF2A|ENST00000477551|PTHR13227,EIF2A,ENST00000477551,ENSG00000144895,159,73.9442,38,23.89937107,3.47E-16,PTHR13227,
3381seq,gnl|BL_ORD_ID|3831 ENSG00000077254|USP33|ENST00000527390|PTHR24006_SF369,USP33,ENST00000527390,ENSG00000077254,140,70.0922,57,40.71428571,4.86E-15,PTHR24006,SF369
3424seq,gnl|BL_ORD_ID|86960 ENSG00000179950|PUF60|ENST00000526459|PTHR24011_SF246,PUF60,ENST00000526459,ENSG00000179950,323,220.32,103,31.88854489,7.86E-70,PTHR24011,SF246
3477seq,gnl|BL_ORD_ID|70295 ENSG00000164597|COG5|ENST00000393603|PTHR13228_SF3,COG5,ENST00000393603,ENSG00000164597,824,143.28,107,12.98543689,1.97E-37,PTHR13228,SF3
3491seq,gnl|BL_ORD_ID|109612 ENSG00000148925|BTBD10|ENST00000528120|PTHR21637,BTBD10,ENST00000528120,ENSG00000148925,428,329.717,158,36.91588785,1.71E-109,PTHR21637,
3511seq,gnl|BL_ORD_ID|25719 ENSG00000134108|ARL8B|ENST00000419534|PTHR11711_SF112,ARL8B,ENST00000419534,ENSG00000134108,164,76.6406,36,21.95121951,2.66E-18,PTHR11711,SF112
3532seq,gnl|BL_ORD_ID|63624 ENSG00000123552|USP45|ENST00000507717|PTHR24006_SF346,USP45,ENST00000507717,ENSG00000123552,192,63.929,42,21.875,5.74E-13,PTHR24006,SF346
3539seq,gnl|BL_ORD_ID|106121 ENSG00000110435|PDHX|ENST00000448838|PTHR23151_SF52,PDHX,ENST00000448838,ENSG00000110435,487,95.9005,75,15.40041068,1.72E-21,PTHR23151,SF52
3558seq,gnl|BL_ORD_ID|118930 ENSG00000139613|SMARCC2|ENST00000347471|PTHR12802_SF38,SMARCC2,ENST00000347471,ENSG00000139613,1131,496.123,244,21.57382847,5.91E-164,PTHR12802,SF38
3559seq,gnl|BL_ORD_ID|176919 ENSG00000141622|RNF165|ENST00000543885|PTHR13644_SF4,RNF165,ENST00000543885,ENSG00000141622,155,43.8986,20,12.90322581,5.00E-06,PTHR13644,SF4
3660seq,gnl|BL_ORD_ID|63361 ENSG00000112249|ASCC3|ENST00000522650|PTHR11752_SF8,ASCC3,ENST00000522650,ENSG00000112249,732,162.155,147,20.08196721,3.68E-42,PTHR11752,SF8
3662seq,gnl|BL_ORD_ID|71413 ENSG00000106351|AGFG2|ENST00000430857|PTHR23180_SF233,AGFG2,ENST00000430857,ENSG00000106351,156,62.7734,29,18.58974359,2.61E-12,PTHR23180,SF233
3667seq,gnl|BL_ORD_ID|18934 ENSG00000162804|SNED1|ENST00000420591|PTHR24033_SF28,SNED1,ENST00000420591,ENSG00000162804,67,44.2838,19,28.35820896,9.55E-06,PTHR24033,SF28
3677seq,gnl|BL_ORD_ID|90291 ENSG00000136824|SMC2|ENST00000374793|PTHR18937_SF9,SMC2,ENST00000374793,ENSG00000136824,1198,210.69,127,10.60100167,7.43E-60,PTHR18937,SF9
3721seq,gnl|BL_ORD_ID|54912 ENSG00000164296|TIGD6|ENST00000515406|PTHR19303_SF179,TIGD6,ENST00000515406,ENSG00000164296,522,178.718,100,19.15708812,8.13E-52,PTHR19303,SF179
3753seq,gnl|BL_ORD_ID|194292 ENSG00000132819|RBM38|ENST00000344785|PTHR24011_SF251,RBM38,ENST00000344785,ENSG00000132819,124,176.407,88,70.96774194,4.29E-57,PTHR24011,SF251
3775seq,gnl|BL_ORD_ID|69866 ENSG00000009335|UBE3C|ENST00000348165|PTHR11254_SF85,UBE3C,ENST00000348165,ENSG00000009335,1084,171.014,121,11.16236162,5.38E-45,PTHR11254,SF85
3783seq,gnl|BL_ORD_ID|97717 ENSG00000171862|PTEN|ENST00000371953|PTHR12305_SF32,PTEN,ENST00000371953,ENSG00000171862,404,291.967,136,33.66336634,4.96E-98,PTHR12305,SF32
3792seq,gnl|BL_ORD_ID|80286 ENSG00000131773|KHDRBS3|ENST00000355849|PTHR11208_SF29,KHDRBS3,ENST00000355849,ENSG00000131773,347,151.369,96,27.66570605,3.18E-42,PTHR11208,SF29
3795seq,gnl|BL_ORD_ID|134843 ENSG00000100711|ZFYVE21|ENST00000311141|TF612382,ZFYVE21,ENST00000311141,ENSG00000100711,235,68.9366,32,13.61702128,1.04E-12,TF612382,
3803seq,gnl|BL_ORD_ID|44955 ENSG00000189308|LIN54|ENST00000510557|PTHR12446_SF2,LIN54,ENST00000510557,ENSG00000189308,529,164.851,80,15.12287335,3.33E-44,PTHR12446,SF2
3815seq,gnl|BL_ORD_ID|91943 ENSG00000147852|VLDLR|ENST00000382096|PTHR10529_SF101,VLDLR,ENST00000382096,ENSG00000147852,173,65.855,44,25.43352601,2.20E-13,PTHR10529,SF101
3821seq,gnl|BL_ORD_ID|148413 ENSG00000157456|CCNB2|ENST00000621385|PTHR10177_SF184,CCNB2,ENST00000621385,ENSG00000157456,375,183.726,93,24.8,1.43E-54,PTHR10177,SF184
3841seq,gnl|BL_ORD_ID|112222 ENSG00000134575|ACP2|ENST00000527256|PTHR11567_SF108,ACP2,ENST00000527256,ENSG00000134575,392,104.76,80,20.40816327,4.50E-25,PTHR11567,SF108
3855seq,gnl|BL_ORD_ID|154419 ENSG00000185739|SRL|ENST00000537996|PTHR11216_SF66,SRL,ENST00000537996,ENSG00000185739,432,243.047,113,26.15740741,1.77E-77,PTHR11216,SF66
3880seq,gnl|BL_ORD_ID|125804 ENSG00000161800|RACGAP1|ENST00000551016|PTHR23174,RACGAP1,ENST00000551016,ENSG00000161800,633,149.443,83,13.1121643,8.87E-41,PTHR23174,
3899seq,gnl|BL_ORD_ID|56643 ENSG00000113161|HMGCR|ENST00000511206|PTHR10572,HMGCR,ENST00000511206,ENSG00000113161,889,452.981,219,24.6344207,9.51E-149,PTHR10572,
3906seq,gnl|BL_ORD_ID|157175 ENSG00000005189|REXO5|ENST00000565340|PTHR12801_SF61,REXO5,ENST00000565340,ENSG00000005189,143,90.8929,51,35.66433566,4.92E-22,PTHR12801,SF61
3908seq,gnl|BL_ORD_ID|179138 ENSG00000134042|MRO|ENST00000610511|PTHR23120_SF2,MRO,ENST00000610511,ENSG00000134042,249,48.9062,32,12.85140562,1.31E-06,PTHR23120,SF2
3921seq,gnl|BL_ORD_ID|14320 ENSG00000144136|SLC20A1|ENST00000272542|PTHR11101,SLC20A1,ENST00000272542,ENSG00000144136,680,257.684,139,20.44117647,9.71E-78,PTHR11101,
3923seq,gnl|BL_ORD_ID|89054 ENSG00000179950|PUF60|ENST00000531897|PTHR24011_SF246,PUF60,ENST00000531897,ENSG00000179950,247,88.1965,46,18.62348178,2.78E-21,PTHR24011,SF246
3935seq,gnl|BL_ORD_ID|33509 ENSG00000114126|TFDP2|ENST00000486111|PTHR12548_SF5,TFDP2,ENST00000486111,ENSG00000114126,387,122.865,80,20.67183463,7.84E-31,PTHR12548,SF5
3944seq,gnl|BL_ORD_ID|81051 ENSG00000179832|MROH1|ENST00000423230|PTHR23120_SF13,MROH1,ENST00000423230,ENSG00000179832,423,85.8853,46,10.87470449,7.14E-18,PTHR23120,SF13
3957seq,gnl|BL_ORD_ID|4395 ENSG00000142599|RERE|ENST00000514428|PTHR13859,RERE,ENST00000514428,ENSG00000142599,91,66.6254,27,29.67032967,4.92E-15,PTHR13859,
3976seq,gnl|BL_ORD_ID|213445 ENSG00000182220|ATP6AP2|ENST00000636574|PTHR13351,ATP6AP2,ENST00000636574,ENSG00000182220,144,47.7506,37,25.69444444,1.02E-06,PTHR13351,
3985seq,gnl|BL_ORD_ID|29652 ENSG00000113851|CRBN|ENST00000432408|PTHR14255_SF2,CRBN,ENST00000432408,ENSG00000113851,442,164.851,105,23.75565611,1.52E-45,PTHR14255,SF2
4017seq,gnl|BL_ORD_ID|49073 ENSG00000129625|REEP5|ENST00000379638|PTHR12300_SF41,REEP5,ENST00000379638,ENSG00000129625,190,147.902,72,37.89473684,9.69E-44,PTHR12300,SF41
4032seq,gnl|BL_ORD_ID|8932 ENSG00000143341|HMCN1|ENST00000414277|PTHR19897_SF158,HMCN1,ENST00000414277,ENSG00000143341,240,60.8474,51,21.25,7.44E-11,PTHR19897,SF158
4041seq,gnl|BL_ORD_ID|180799 ENSG00000005007|UPF1|ENST00000262803|PTHR10887_SF340,UPF1,ENST00000262803,ENSG00000005007,1119,353.984,169,15.10277033,3.48E-113,PTHR10887,SF340
404seq,gnl|BL_ORD_ID|109413 ENSG00000110713|NUP98|ENST00000524563|PTHR23198_SF0,NUP98,ENST00000524563,ENSG00000110713,233,75.0998,52,22.31759657,1.11E-14,PTHR23198,SF0
4064seq,gnl|BL_ORD_ID|112569 ENSG00000110172|CHORDC1|ENST00000529726|PTHR12621_SF9,CHORDC1,ENST00000529726,ENSG00000110172,145,46.595,27,18.62068966,1.06E-06,PTHR12621,SF9
4072seq,gnl|BL_ORD_ID|24053 ENSG00000115364|MRPL19|ENST00000476622|PTHR15680_SF9,MRPL19,ENST00000476622,ENSG00000115364,143,58.151,32,22.37762238,4.68E-11,PTHR15680,SF9
4073seq,gnl|BL_ORD_ID|24716 ENSG00000072756|TRNT1|ENST00000280591|PTHR13734,TRNT1,ENST00000280591,ENSG00000072756,415,360.533,179,43.13253012,1.69E-119,PTHR13734,
4075seq,gnl|BL_ORD_ID|3439 ENSG00000133226|SRRM1|ENST00000593639|PTHR23148_SF0,SRRM1,ENST00000593639,ENSG00000133226,102,62.3882,32,31.37254902,1.55E-11,PTHR23148,SF0
414seq,gnl|BL_ORD_ID|4820 ENSG00000134644|PUM1|ENST00000525997|PTHR12537_SF1,PUM1,ENST00000525997,ENSG00000134644,217,49.2914,23,10.59907834,3.77E-06,PTHR12537,SF1
4157seq,gnl|BL_ORD_ID|193023 ENSG00000124299|PEPD|ENST00000651646|PTHR10804_SF17,PEPD,ENST00000651646,ENSG00000124299,225,153.68,85,37.77777778,7.32E-46,PTHR10804,SF17
4175seq,gnl|BL_ORD_ID|62368 ENSG00000227057|WDR46|ENST00000444176|PTHR14085,WDR46,ENST00000444176,ENSG00000227057,322,291.582,131,40.68322981,9.35E-95,PTHR14085,
4215seq,gnl|BL_ORD_ID|69432 ENSG00000165171|METTL27|ENST00000297873|PTHR10108_SF693,METTL27,ENST00000297873,ENSG00000165171,246,69.707,46,18.69918699,2.44E-13,PTHR10108,SF693
4229seq,gnl|BL_ORD_ID|122743 ENSG00000064102|INTS13|ENST00000536232|PTHR12955_SF1,INTS13,ENST00000536232,ENSG00000064102,153,65.4698,43,28.10457516,1.15E-12,PTHR12955,SF1
4235seq,gnl|BL_ORD_ID|121003 ENSG00000064102|INTS13|ENST00000537336|PTHR12955_SF1,INTS13,ENST00000537336,ENSG00000064102,163,55.8398,39,23.92638037,3.49E-09,PTHR12955,SF1
4238seq,gnl|BL_ORD_ID|44287 ENSG00000163110|PDLIM5|ENST00000509357,PDLIM5,ENST00000509357,ENSG00000163110,86,43.1282,22,25.58139535,2.85E-06,no family,
425seq,gnl|BL_ORD_ID|119743 ENSG00000010292|NCAPD2|ENST00000382457|PTHR14222,NCAPD2,ENST00000382457,ENSG00000010292,919,109.768,108,11.75190424,1.39E-24,PTHR14222,
4281seq,gnl|BL_ORD_ID|141614 ENSG00000100650|SRSF5|ENST00000557154|PTHR10548_SF81,SRSF5,ENST00000557154,ENSG00000100650,273,74.7146,35,12.82051282,1.10E-16,PTHR10548,SF81
4295seq,gnl|BL_ORD_ID|163133 ENSG00000159111|MRPL10|ENST00000351111|PTHR11560,MRPL10,ENST00000351111,ENSG00000159111,262,49.6766,35,13.35877863,3.52E-07,PTHR11560,
4313seq,gnl|BL_ORD_ID|191290 ENSG00000160410|SHKBP1|ENST00000600718|PTHR15859,SHKBP1,ENST00000600718,ENSG00000160410,611,342.043,158,25.85924714,1.31E-113,PTHR15859,
432seq,gnl|BL_ORD_ID|29860 ENSG00000172995|ARPP21|ENST00000446068|PTHR15672_SF14,ARPP21,ENST00000446068,ENSG00000172995,146,132.88,60,41.09589041,2.73E-38,PTHR15672,SF14
4348seq,gnl|BL_ORD_ID|26145 ENSG00000075711|DLG1|ENST00000412364|PTHR23119_SF5,DLG1,ENST00000412364,ENSG00000075711,106,80.1073,38,35.8490566,2.94E-19,PTHR23119,SF5
4372seq,gnl|BL_ORD_ID|113934 ENSG00000168496|FEN1|ENST00000535307|PTHR11081_SF9,FEN1,ENST00000535307,ENSG00000168496,155,184.882,81,52.25806452,4.94E-55,PTHR11081,SF9
4395seq,gnl|BL_ORD_ID|152843 ENSG00000102878|HSF4|ENST00000522295|PTHR10015_SF43,HSF4,ENST00000522295,ENSG00000102878,195,84.3445,37,18.97435897,2.67E-18,PTHR10015,SF43
4398seq,gnl|BL_ORD_ID|153890 ENSG00000258947|TUBB3|ENST00000555609|PTHR11588_SF43,TUBB3,ENST00000555609,ENSG00000258947,56,82.4185,34,60.71428571,7.49E-20,PTHR11588,SF43
439seq,gnl|BL_ORD_ID|196690 ENSG00000118705|RPN2|ENST00000437329|PTHR12640,RPN2,ENST00000437329,ENSG00000118705,139,102.449,59,42.44604317,2.79E-25,PTHR12640,
4400seq,gnl|BL_ORD_ID|45874 ENSG00000145147|SLIT2|ENST00000509941|PTHR24373_SF107,SLIT2,ENST00000509941,ENSG00000145147,197,52.373,35,17.76649746,1.01E-07,PTHR24373,SF107
4430seq,gnl|BL_ORD_ID|177199 ENSG00000101745|ANKRD12|ENST00000546007|PTHR24149,ANKRD12,ENST00000546007,ENSG00000101745,310,110.153,70,22.58064516,5.56E-27,PTHR24149,
4442seq,gnl|BL_ORD_ID|170937 ENSG00000087111|PIGS|ENST00000582721,PIGS,ENST00000582721,ENSG00000087111,117,51.9878,22,18.8034188,1.18E-08,no family,
4449seq,gnl|BL_ORD_ID|8589 ENSG00000010165|EEF1AKNMT|ENST00000362019|PTHR12176_SF13,EEF1AKNMT,ENST00000362019,ENSG00000010165,614,142.124,121,19.70684039,1.96E-35,PTHR12176,SF13
4451seq,gnl|BL_ORD_ID|7600 ENSG00000213047|DENND1B|ENST00000235453|PTHR13196_SF24,DENND1B,ENST00000235453,ENSG00000213047,397,175.637,89,22.41813602,1.51E-52,PTHR13196,SF24
4476seq,gnl|BL_ORD_ID|61450 ENSG00000112118|MCM3|ENST00000421471|PTHR11630,MCM3,ENST00000421471,ENSG00000112118,329,55.4546,42,12.76595745,9.18E-09,PTHR11630,
4486seq,gnl|BL_ORD_ID|45874 ENSG00000145147|SLIT2|ENST00000509941|PTHR24373_SF107,SLIT2,ENST00000509941,ENSG00000145147,197,63.1586,39,19.79695431,5.32E-11,PTHR24373,SF107
4503seq,gnl|BL_ORD_ID|26758 ENSG00000145194|ECE2|ENST00000430587|PTHR11733_SF122,ECE2,ENST00000430587,ENSG00000145194,717,87.4261,76,10.59972106,1.43E-18,PTHR11733,SF122
4524seq,gnl|BL_ORD_ID|18934 ENSG00000162804|SNED1|ENST00000420591|PTHR24033_SF28,SNED1,ENST00000420591,ENSG00000162804,67,49.2914,25,37.31343284,1.56E-07,PTHR24033,SF28
4529seq,gnl|BL_ORD_ID|168108 ENSG00000108469|RECQL5|ENST00000578201|PTHR13710_SF81,RECQL5,ENST00000578201,ENSG00000108469,480,160.999,74,15.41666667,6.22E-47,PTHR13710,SF81
4532seq,gnl|BL_ORD_ID|88335 ENSG00000164961|WASHC5|ENST00000523297|PTHR15691,WASHC5,ENST00000523297,ENSG00000164961,164,122.094,65,39.63414634,1.65E-33,PTHR15691,
4549seq,gnl|BL_ORD_ID|69498 ENSG00000197362|ZNF786|ENST00000316286|PTHR24385_SF15,ZNF786,ENST00000316286,ENSG00000197362,697,115.546,81,11.62123386,9.73E-29,PTHR24385,SF15
457seq,gnl|BL_ORD_ID|118276 ENSG00000089154|GCN1|ENST00000300648|PTHR23346,GCN1,ENST00000300648,ENSG00000089154,2672,425.631,277,10.36676647,4.09E-127,PTHR23346,
4587seq,gnl|BL_ORD_ID|9470 ENSG00000185420|SMYD3|ENST00000453676|PTHR12197_SF146,SMYD3,ENST00000453676,ENSG00000185420,131,61.6178,44,33.58778626,2.47E-12,PTHR12197,SF146
4588seq,gnl|BL_ORD_ID|35199 ENSG00000196549|MME|ENST00000491026|PTHR11733_SF114,MME,ENST00000491026,ENSG00000196549,119,50.0618,20,16.80672269,1.00E-07,PTHR11733,SF114
460seq,gnl|BL_ORD_ID|143155 ENSG00000166825|ANPEP|ENST00000300060|PTHR11533_SF149,ANPEP,ENST00000300060,ENSG00000166825,968,94.7449,124,12.80991736,5.32E-20,PTHR11533,SF149
4629seq,gnl|BL_ORD_ID|126435 ENSG00000174243|DDX23|ENST00000550834,DDX23,ENST00000550834,ENSG00000174243,260,49.6766,47,18.07692308,1.31E-06,no family,
4700seq,gnl|BL_ORD_ID|2957 ENSG00000134255|CEPT1|ENST00000545121|PTHR10414,CEPT1,ENST00000545121,ENSG00000134255,417,208.764,110,26.37889688,4.23E-65,PTHR10414,
4741seq,gnl|BL_ORD_ID|100684 ENSG00000185532|PRKG1|ENST00000643704|PTHR24353_SF61,PRKG1,ENST00000643704,ENSG00000185532,288,55.0694,40,13.88888889,2.01E-08,PTHR24353,SF61
4773seq,gnl|BL_ORD_ID|47971 ENSG00000113140|SPARC|ENST00000231061|PTHR13866,SPARC,ENST00000231061,ENSG00000113140,304,153.295,83,27.30263158,2.57E-43,PTHR13866,
4804seq,gnl|BL_ORD_ID|97761 ENSG00000197771|MCMBP|ENST00000369077|PTHR13489,MCMBP,ENST00000369077,ENSG00000197771,641,129.798,80,12.48049922,5.04E-34,PTHR13489,
4805seq,gnl|BL_ORD_ID|40849 ENSG00000109189|USP46|ENST00000451218|PTHR24619_SF120,USP46,ENST00000451218,ENSG00000109189,340,454.521,219,64.41176471,8.19E-161,PTHR24619,SF120
481seq,gnl|BL_ORD_ID|111738 ENSG00000165494|PCF11|ENST00000530906|PTHR15921_SF3,PCF11,ENST00000530906,ENSG00000165494,198,90.8929,59,29.7979798,2.17E-20,PTHR15921,SF3
4842seq,gnl|BL_ORD_ID|98991 ENSG00000066468|FGFR2|ENST00000429361|PTHR24416_SF130,FGFR2,ENST00000429361,ENSG00000066468,372,119.783,82,22.04301075,1.42E-31,PTHR24416,SF130
486seq,gnl|BL_ORD_ID|165348 ENSG00000184619|KRBA2|ENST00000396267|TF621862,KRBA2,ENST00000396267,ENSG00000184619,411,81.6481,63,15.32846715,3.99E-16,TF621862,
4870seq,gnl|BL_ORD_ID|54220 ENSG00000152620|NADK2|ENST00000511088|PTHR13158,NADK2,ENST00000511088,ENSG00000152620,82,89.3521,42,51.2195122,4.14E-22,PTHR13158,
4880seq,gnl|BL_ORD_ID|81219 ENSG00000174226|SNX31|ENST00000428383|PTHR12431,SNX31,ENST00000428383,ENSG00000174226,342,66.6254,56,16.37426901,6.91E-12,PTHR12431,
4885seq,gnl|BL_ORD_ID|60464 ENSG00000171462|DLK2|ENST00000430324|PTHR24838_SF277,DLK2,ENST00000430324,ENSG00000171462,290,58.9214,35,12.06896552,3.17E-09,PTHR24838,SF277
4938seq,gnl|BL_ORD_ID|212911 ENSG00000067992|PDK3|ENST00000648777|PTHR11947,PDK3,ENST00000648777,ENSG00000067992,407,308.916,174,42.75184275,1.12E-101,PTHR11947,
4976seq,gnl|BL_ORD_ID|138644 ENSG00000066455|GOLGA5|ENST00000554700|PTHR13815,GOLGA5,ENST00000554700,ENSG00000066455,118,50.0618,24,20.33898305,5.31E-07,PTHR13815,
4984seq,gnl|BL_ORD_ID|199429 ENSG00000186866|POFUT2|ENST00000349485|PTHR13398,POFUT2,ENST00000349485,ENSG00000186866,430,214.927,102,23.72093023,6.83E-68,PTHR13398,
4994seq,gnl|BL_ORD_ID|26493 ENSG00000225697|SLC26A6|ENST00000383733|PTHR11814,SLC26A6,ENST00000383733,ENSG00000225697,741,196.052,133,17.94871795,1.34E-55,PTHR11814,
4999seq,gnl|BL_ORD_ID|81051 ENSG00000179832|MROH1|ENST00000423230|PTHR23120_SF13,MROH1,ENST00000423230,ENSG00000179832,423,74.3294,47,11.11111111,1.41E-15,PTHR23120,SF13
5025seq,gnl|BL_ORD_ID|140804 ENSG00000100462|PRMT5|ENST00000554910|PTHR10738,PRMT5,ENST00000554910,ENSG00000100462,170,46.595,30,17.64705882,2.02E-06,PTHR10738,
5045seq,gnl|BL_ORD_ID|197335 ENSG00000124193|SRSF6|ENST00000483871|PTHR10548_SF7,SRSF6,ENST00000483871,ENSG00000124193,136,50.447,29,21.32352941,2.04E-08,PTHR10548,SF7
5053seq,gnl|BL_ORD_ID|38638 ENSG00000185621|LMLN|ENST00000482695|TF636068,LMLN,ENST00000482695,ENSG00000185621,641,76.2554,67,10.4524181,6.56E-15,TF636068,
5056seq,gnl|BL_ORD_ID|16007 ENSG00000128656|CHN1|ENST00000409900|PTHR23178,CHN1,ENST00000409900,ENSG00000128656,460,193.741,99,21.52173913,9.62E-59,PTHR23178,
5059seq,gnl|BL_ORD_ID|10369 ENSG00000162733|DDR2|ENST00000446985|PTHR24416_SF297,DDR2,ENST00000446985,ENSG00000162733,856,262.692,137,16.0046729,3.00E-80,PTHR24416,SF297
507seq,gnl|BL_ORD_ID|26127 ENSG00000136527|TRA2B|ENST00000382191|PTHR15241_SF1,TRA2B,ENST00000382191,ENSG00000136527,189,172.17,84,44.44444444,1.11E-53,PTHR15241,SF1
5105seq,gnl|BL_ORD_ID|45914 ENSG00000109790|KLHL5|ENST00000515612|PTHR24412_SF135,KLHL5,ENST00000515612,ENSG00000109790,283,84.3445,49,17.31448763,7.26E-19,PTHR24412,SF135
5128seq,gnl|BL_ORD_ID|137352 ENSG00000119684|MLH3|ENST00000553263|PTHR10073_SF7,MLH3,ENST00000553263,ENSG00000119684,162,51.6026,37,22.83950617,2.34E-07,PTHR10073,SF7
5145seq,gnl|BL_ORD_ID|85569 ENSG00000178814|OPLAH|ENST00000618853|PTHR11365,OPLAH,ENST00000618853,ENSG00000178814,1289,331.643,171,13.26609775,2.41E-104,PTHR11365,
5167seq,gnl|BL_ORD_ID|25170 ENSG00000187098|MITF|ENST00000314589|PTHR10014_SF38,MITF,ENST00000314589,ENSG00000187098,505,123.635,81,16.03960396,3.40E-30,PTHR10014,SF38
518seq,gnl|BL_ORD_ID|27964 ENSG00000163714|U2SURP|ENST00000467348|PTHR23140,U2SURP,ENST00000467348,ENSG00000163714,291,80.1073,70,24.05498282,3.95E-16,PTHR23140,
5196seq,gnl|BL_ORD_ID|59421 ENSG00000112406|HECA|ENST00000367658|PTHR13425,HECA,ENST00000367658,ENSG00000112406,544,139.813,76,13.97058824,3.02E-37,PTHR13425,
5200seq,gnl|BL_ORD_ID|138274 ENSG00000092295|TGM1|ENST00000544573|PTHR11590,TGM1,ENST00000544573,ENSG00000092295,376,140.198,96,25.53191489,9.48E-38,PTHR11590,
5201seq,gnl|BL_ORD_ID|8788 ENSG00000143774|GUK1|ENST00000366730|PTHR23117,GUK1,ENST00000366730,ENSG00000143774,198,48.1358,23,11.61616162,2.97E-06,PTHR23117,
5203seq,gnl|BL_ORD_ID|165089 ENSG00000186868|MAPT|ENST00000420682|PTHR11501_SF14,MAPT,ENST00000420682,ENSG00000186868,413,67.3958,52,12.59079903,4.58E-13,PTHR11501,SF14
5209seq,gnl|BL_ORD_ID|60582 ENSG00000137203|TFAP2A|ENST00000379608|PTHR10812,TFAP2A,ENST00000379608,ENSG00000137203,432,186.808,101,23.37962963,8.92E-56,PTHR10812,
5240seq,gnl|BL_ORD_ID|53295 ENSG00000044115|CTNNA1|ENST00000522013|PTHR18914,CTNNA1,ENST00000522013,ENSG00000044115,105,49.6766,24,22.85714286,1.39E-07,PTHR18914,
5266seq,gnl|BL_ORD_ID|152297 ENSG00000168807|SNTB2|ENST00000336278|PTHR10554,SNTB2,ENST00000336278,ENSG00000168807,541,248.44,130,24.02957486,6.54E-78,PTHR10554,
5274seq,gnl|BL_ORD_ID|159900 ENSG00000135723|FHOD1|ENST00000561922|PTHR23213_SF189,FHOD1,ENST00000561922,ENSG00000135723,158,71.2478,56,35.44303797,1.39E-15,PTHR23213,SF189
5280seq,gnl|BL_ORD_ID|112196 ENSG00000148943|LIN7C|ENST00000524596|PTHR14063,LIN7C,ENST00000524596,ENSG00000148943,174,46.2098,25,14.36781609,2.66E-06,PTHR14063,
5301seq,gnl|BL_ORD_ID|116271 ENSG00000126391|FRMD8|ENST00000533782|PTHR13283,FRMD8,ENST00000533782,ENSG00000126391,184,88.9669,48,26.08695652,4.85E-20,PTHR13283,
5310seq,gnl|BL_ORD_ID|85569 ENSG00000178814|OPLAH|ENST00000618853|PTHR11365,OPLAH,ENST00000618853,ENSG00000178814,1289,289.656,162,12.56788208,3.45E-88,PTHR11365,
5312seq,gnl|BL_ORD_ID|143127 ENSG00000140259|MFAP1|ENST00000267812|PTHR15327,MFAP1,ENST00000267812,ENSG00000140259,440,186.808,114,25.90909091,4.84E-55,PTHR15327,
5313seq,gnl|BL_ORD_ID|194002 ENSG00000124116|WFDC3|ENST00000337205|PTHR19441_SF28,WFDC3,ENST00000337205,ENSG00000124116,226,56.225,61,26.99115044,3.68E-09,PTHR19441,SF28
533seq,gnl|BL_ORD_ID|2270 ENSG00000162408|NOL9|ENST00000377705|PTHR12755,NOL9,ENST00000377705,ENSG00000162408,703,118.627,97,13.79800853,1.26E-27,PTHR12755,
5365seq,gnl|BL_ORD_ID|69379 ENSG00000146909|NOM1|ENST00000275820|PTHR18034,NOM1,ENST00000275820,ENSG00000146909,861,164.466,89,10.33681765,3.73E-46,PTHR18034,
5374seq,gnl|BL_ORD_ID|47092 ENSG00000038295|TLL1|ENST00000513213|PTHR10127_SF304,TLL1,ENST00000513213,ENSG00000038295,393,76.2554,55,13.99491094,6.11E-16,PTHR10127,SF304
541seq,gnl|BL_ORD_ID|196326 ENSG00000101199|ARFGAP1|ENST00000549047|PTHR23180_SF35,ARFGAP1,ENST00000549047,ENSG00000101199,271,72.0182,49,18.08118081,4.56E-14,PTHR23180,SF35
5421seq,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,69.3218,59,23.79032258,5.88E-13,PTHR13800,SF2
5430seq,gnl|BL_ORD_ID|151997 ENSG00000166851|PLK1|ENST00000300093|PTHR24345_SF0,PLK1,ENST00000300093,ENSG00000166851,604,368.622,180,29.8013245,5.45E-123,PTHR24345,SF0
